CustomerID,TotalSpend,AvgQuantity,AvgUnitPrice,NumCountries,NumTransactions,MostCommonProduct,Cluster,Cluster_Selected,Label
12347.0,4310.0,13.505494505494505,2.644010989010989,1.0,7.0,AIRLINE BAG VINTAGE JET SET BROWN,0,0,Low Spenders
12348.0,1797.24,75.51612903225806,5.764838709677419,1.0,4.0,POSTAGE,0,0,Low Spenders
12349.0,1757.55,8.643835616438356,8.289041095890411,1.0,1.0,16 PIECE CUTLERY SET PANTRY DESIGN,0,0,Low Spenders
12350.0,334.4000000000001,11.588235294117647,3.841176470588235,1.0,1.0,4 TRADITIONAL SPINNING TOPS,0,0,Low Spenders
12352.0,2506.04,6.305882352941174,15.930705882352942,1.0,8.0,POSTAGE,0,0,Low Spenders
12353.0,89.0,5.0,6.074999999999999,1.0,1.0,CERAMIC CAKE BOWL + HANGING CAKES,0,0,Low Spenders
12354.0,1079.4,9.137931034482758,4.5037931034482765,1.0,1.0,3 TIER CAKE TIN GREEN AND CREAM,0,0,Low Spenders
12355.0,459.4000000000001,18.46153846153846,4.203846153846154,1.0,1.0,DOUGHNUT LIP GLOSS ,0,0,Low Spenders
12356.0,2811.43,26.966101694915253,3.201186440677966,1.0,3.0,RED RETROSPOT CAKE STAND,0,0,Low Spenders
12357.0,6207.67,20.671755725190838,3.3486259541984733,1.0,1.0,200 BENDY SKULL STRAWS,0,0,Low Spenders
12358.0,1168.06,13.052631578947368,8.27421052631579,1.0,2.0,CERAMIC STRAWBERRY DESIGN MUG,0,0,Low Spenders
12359.0,6310.03,6.567346938775511,8.664530612244898,1.0,4.0,REGENCY CAKESTAND 3 TIER,0,0,Low Spenders
12360.0,2662.06,9.031007751937985,3.5496899224806198,1.0,3.0,DOLLY GIRL BABY GIFT SET,0,0,Low Spenders
12361.0,189.9000000000001,9.1,3.335,1.0,1.0,CIRCUS PARADE LUNCH BOX ,0,0,Low Spenders
12362.0,5226.23,8.3796992481203,3.94093984962406,1.0,10.0,POSTAGE,0,0,Low Spenders
12363.0,552.0,17.73913043478261,2.3117391304347827,1.0,2.0,36 DOILIES VINTAGE CHRISTMAS,0,0,Low Spenders
12364.0,1313.1,17.71764705882353,1.9102352941176468,1.0,4.0,POSTAGE,0,0,Low Spenders
12365.0,641.3800000000001,7.90909090909091,17.150454545454547,1.0,2.0,ANT WHITE WIRE HEART SPIRAL,0,0,Low Spenders
12367.0,168.9000000000001,15.727272727272727,3.2,1.0,1.0,CIRCUS PARADE LUNCH BOX ,0,0,Low Spenders
12370.0,3541.94,14.168674698795181,2.794578313253012,2.0,4.0,FELTCRAFT CUSHION OWL,2,2,Medium Spenders
12371.0,1887.96,9.380952380952381,3.8742857142857146,1.0,2.0,3 GARDENIA MORRIS BOXED CANDLES,0,0,Low Spenders
12372.0,1298.04,15.26923076923077,3.001346153846154,1.0,3.0,DOLLY GIRL LUNCH BOX,0,0,Low Spenders
12373.0,364.5999999999999,14.071428571428571,4.582142857142857,1.0,1.0,CHARLOTTE BAG PINK POLKADOT,0,0,Low Spenders
12374.0,742.9300000000001,10.363636363636363,4.21969696969697,1.0,1.0,36 FOIL HEART CAKE CASES,0,0,Low Spenders
12375.0,457.5,10.470588235294116,6.912941176470589,1.0,2.0,JUMBO BAG PEARS,0,0,Low Spenders
12377.0,1628.12,12.25974025974026,2.718831168831169,1.0,2.0,MINI JIGSAW CIRCUS PARADE ,0,0,Low Spenders
12378.0,4008.62,11.547945205479452,2.9974429223744297,1.0,1.0,12 COLOURED PARTY BALLOONS,0,0,Low Spenders
12379.0,852.24,10.175,2.86625,1.0,2.0,POSTAGE,0,0,Low Spenders
12380.0,2724.81,10.836538461538462,3.378653846153846,1.0,4.0,POSTAGE,0,0,Low Spenders
12381.0,1845.31,9.28735632183908,4.683218390804598,1.0,5.0,POSTAGE,0,0,Low Spenders
12383.0,1850.56,15.474747474747474,3.086969696969697,1.0,5.0,POSTAGE,0,0,Low Spenders
12384.0,585.27,4.666666666666668,7.87925925925926,1.0,2.0,POSTAGE,0,0,Low Spenders
12386.0,401.9000000000001,35.4,2.391,1.0,2.0,20 DOLLY PEGS RETROSPOT,0,0,Low Spenders
12388.0,2780.66,14.62,2.7777,1.0,6.0,PARTY BUNTING,0,0,Low Spenders
12390.0,549.8400000000001,11.03125,3.996875,1.0,1.0, SPACEBOY BABY GIFT SET,0,0,Low Spenders
12391.0,439.6600000000001,3.1505376344086002,2.416774193548387,1.0,1.0,HEART CALCULATOR,0,0,Low Spenders
12393.0,1582.6000000000001,12.75,2.2796875,1.0,4.0,LUNCH BAG WOODLAND,0,0,Low Spenders
12394.0,1272.48,30.333333333333332,3.3707407407407404,2.0,2.0,POSTAGE,2,2,Medium Spenders
12395.0,3018.63,13.576923076923077,3.9688461538461537,1.0,12.0,POSTAGE,0,0,Low Spenders
12397.0,2409.9,10.023809523809524,3.4682539682539684,1.0,2.0,ALARM CLOCK BAKELIKE GREEN,0,0,Low Spenders
12398.0,1635.6599999999999,16.4,1.9927058823529409,1.0,1.0,12 PENCILS SMALL TUBE SKULL,0,0,Low Spenders
12399.0,1108.65,19.966101694915253,2.1145762711864404,1.0,4.0,POSTAGE,0,0,Low Spenders
12401.0,84.29999999999995,2.1999999999999993,9.68,1.0,1.0,CHERRY BLOSSOM DECORATIVE FLASK,0,0,Low Spenders
12402.0,225.5999999999999,8.545454545454545,3.290909090909091,1.0,1.0,DOLLY GIRL LUNCH BOX,0,0,Low Spenders
12403.0,427.70000000000005,19.2,7.080000000000001,1.0,1.0,CHILDRENS CUTLERY POLKADOT BLUE,0,0,Low Spenders
12405.0,1710.39,15.87037037037037,3.5442592592592597,1.0,1.0,12 PENCILS TALL TUBE WOODLAND,0,0,Low Spenders
12406.0,3415.3,17.314285714285713,2.487047619047619,1.0,2.0,3 PIECE SPACEBOY COOKIE CUTTER SET,0,0,Low Spenders
12407.0,1708.1200000000001,18.38961038961039,3.2674025974025973,1.0,5.0,POSTAGE,0,0,Low Spenders
12408.0,2888.55,13.41904761904762,3.0228571428571427,1.0,5.0,POSTAGE,0,0,Low Spenders
12409.0,11072.669999999998,50.92660550458716,3.574495412844037,1.0,3.0,SPOTTY BUNTING,0,0,Low Spenders
12410.0,693.3299999999999,8.115384615384615,6.335384615384616,1.0,2.0,5 HOOK HANGER MAGIC TOADSTOOL,0,0,Low Spenders
12412.0,1226.88,13.59016393442623,2.7137704918032783,1.0,3.0,POSTAGE,0,0,Low Spenders
12413.0,758.0999999999999,7.526315789473685,4.798421052631579,1.0,3.0,JUMBO BAG RED RETROSPOT,0,0,Low Spenders
12414.0,562.4099999999999,16.666666666666668,8.57,1.0,3.0,POSTAGE,0,0,Low Spenders
12415.0,124280.93,106.90322580645163,2.940434782608696,1.0,21.0,DOLLY GIRL LUNCH BOX,0,0,Low Spenders
12417.0,3649.1,8.083333333333334,5.337916666666666,2.0,9.0,POSTAGE,2,2,Medium Spenders
12418.0,668.5799999999999,11.970588235294118,3.5644117647058824,1.0,1.0,ASSORTED BOTTLE TOP  MAGNETS ,0,0,Low Spenders
12420.0,600.3899999999999,11.89655172413793,4.707241379310345,1.0,1.0,ASSORTED COLOUR MINI CASES,0,0,Low Spenders
12421.0,807.04,10.755555555555556,4.520222222222222,1.0,4.0,POSTAGE,0,0,Low Spenders
12422.0,803.56,9.487179487179489,3.26025641025641,2.0,3.0,ALPHABET HEARTS STICKER SHEET,2,2,Medium Spenders
12423.0,1859.31,10.712,2.9135999999999997,1.0,8.0,POSTAGE,0,0,Low Spenders
12424.0,1760.96,24.666666666666668,2.780666666666667,1.0,2.0,BAKING SET 9 PIECE RETROSPOT ,0,0,Low Spenders
12425.0,777.2,13.777777777777779,2.5644444444444443,1.0,1.0,ASS FLORAL PRINT MULTI SCREWDRIVER,0,0,Low Spenders
12426.0,582.73,8.6,3.9363333333333332,1.0,1.0,APPLE BATH SPONGE,0,0,Low Spenders
12427.0,825.8,17.193548387096776,4.589032258064516,1.0,3.0,POSTAGE,0,0,Low Spenders
12428.0,7956.46,12.02721088435374,4.627414965986395,1.0,9.0,POSTAGE,0,0,Low Spenders
12429.0,3750.4,16.051546391752577,3.6307216494845362,2.0,4.0,ALARM CLOCK BAKELIKE GREEN,2,2,Medium Spenders
12430.0,256.4000000000001,10.636363636363637,6.225454545454546,1.0,1.0,3 PIECE SPACEBOY COOKIE CUTTER SET,0,0,Low Spenders
12431.0,6419.95,12.376068376068377,3.7723931623931626,2.0,15.0,ALARM CLOCK BAKELIKE GREEN,2,2,Medium Spenders
12432.0,5059.32,16.675925925925927,10.550833333333333,1.0,5.0,AIRLINE BAG VINTAGE TOKYO 78,0,0,Low Spenders
12433.0,13375.869999999999,26.35952380952381,2.1927380952380955,1.0,7.0,HOT WATER BOTTLE TEA AND SYMPATHY,0,0,Low Spenders
12434.0,806.1399999999999,7.879999999999999,3.6726,1.0,2.0,ASSORTED COLOUR MINI CASES,0,0,Low Spenders
12435.0,7829.89,57.08333333333333,5.479166666666667,1.0,2.0,GUMBALL COAT RACK,0,0,Low Spenders
12436.0,509.01,13.1875,5.2675,1.0,1.0,3 TRADITIONAl BISCUIT CUTTERS  SET,0,0,Low Spenders
12437.0,4951.41,14.683417085427136,4.0125628140703515,1.0,18.0,POSTAGE,0,0,Low Spenders
12438.0,2906.85,12.040816326530612,3.894897959183673,1.0,2.0,BLUE HARMONICA IN BOX ,0,0,Low Spenders
12441.0,173.54999999999995,11.0,3.700909090909091,1.0,1.0,BLUE SCANDINAVIAN PAISLEY WRAP,0,0,Low Spenders
12442.0,172.05999999999995,15.166666666666666,3.34,1.0,1.0,MULTICOLOUR HONEYCOMB FAN,0,0,Low Spenders
12444.0,5005.46,6.551136363636363,6.3586931818181816,1.0,5.0,BLACK KITCHEN SCALES,0,0,Low Spenders
12445.0,133.4000000000001,15.5,7.987499999999999,1.0,1.0,3 ROSE MORRIS BOXED CANDLES,0,0,Low Spenders
12446.0,1002.3100000000001,6.157894736842106,4.352631578947368,1.0,1.0,4 TRADITIONAL SPINNING TOPS,0,0,Low Spenders
12447.0,476.49,7.307692307692307,3.5742307692307693,1.0,1.0,ASSORTED COLOUR MINI CASES,0,0,Low Spenders
12448.0,449.45000000000005,11.045454545454545,5.951818181818182,1.0,1.0,20 DOLLY PEGS RETROSPOT,0,0,Low Spenders
12449.0,4067.29,8.13089005235602,3.694712041884817,1.0,4.0,POSTAGE,0,0,Low Spenders
12450.0,197.8800000000001,16.0,1.6174999999999997,1.0,2.0,LUNCH BAG DOILEY PATTERN ,0,0,Low Spenders
12451.0,9035.52,18.573446327683616,2.450084745762712,1.0,5.0,PACK OF 20 NAPKINS RED APPLES,0,0,Low Spenders
12452.0,430.56999999999994,8.409090909090908,4.485,1.0,2.0,POSTAGE,0,0,Low Spenders
12453.0,707.0900000000001,11.0,2.393255813953488,1.0,1.0,6 RIBBONS RUSTIC CHARM,0,0,Low Spenders
12454.0,3528.34,67.06666666666666,7.282,1.0,1.0,3 DRAWER ANTIQUE WHITE WOOD CABINET,0,0,Low Spenders
12455.0,2466.86,23.211111111111112,3.173333333333334,2.0,6.0,POSTAGE,2,2,Medium Spenders
12456.0,3181.04,13.064,3.62456,1.0,3.0,MEDIUM MEDINA STAMPED METAL BOWL ,0,0,Low Spenders
12457.0,2363.23,13.596774193548388,5.357096774193548,2.0,7.0,POSTAGE,2,2,Medium Spenders
12458.0,947.4,13.31578947368421,4.326315789473685,1.0,2.0,LUNCH BAG CARS BLUE,0,0,Low Spenders
12461.0,826.8800000000001,8.2,4.258857142857143,1.0,2.0,ALARM CLOCK BAKELIKE CHOCOLATE,0,0,Low Spenders
12462.0,1189.59,8.64516129032258,4.689516129032258,1.0,2.0,CERAMIC BOWL WITH STRAWBERRY DESIGN,0,0,Low Spenders
12463.0,1344.78,9.349397590361447,3.0434939759036146,1.0,4.0,POSTAGE,0,0,Low Spenders
12464.0,1212.05,3.862068965517242,11.832758620689654,1.0,8.0,POSTAGE,0,0,Low Spenders
12465.0,742.19,10.191489361702128,2.76,1.0,2.0,POSTAGE,0,0,Low Spenders
12468.0,729.54,9.631578947368421,3.5149999999999997,1.0,2.0,CHILDRENS APRON APPLES DESIGN,0,0,Low Spenders
12471.0,19788.65,17.864923747276688,4.303311546840959,1.0,30.0,POSTAGE,0,0,Low Spenders
12472.0,6572.11,12.23598820058997,2.397669616519174,1.0,7.0,POSTAGE,0,0,Low Spenders
12473.0,3928.0499999999997,14.455089820359282,8.37125748502994,1.0,5.0,Manual,0,0,Low Spenders
12474.0,7324.09,11.45260663507109,2.8621800947867295,1.0,18.0,POSTAGE,0,0,Low Spenders
12475.0,723.3800000000001,14.86111111111111,2.941111111111111,1.0,1.0,12 PENCIL SMALL TUBE WOODLAND,0,0,Low Spenders
12476.0,6816.42,10.334763948497853,4.831030042918456,1.0,11.0,POSTAGE,0,0,Low Spenders
12477.0,13219.739999999998,12.176666666666666,4.3832,1.0,6.0,FOUR HOOK  WHITE LOVEBIRDS,0,0,Low Spenders
12478.0,680.99,6.555555555555555,4.537777777777778,1.0,1.0,12 PENCILS TALL TUBE RED RETROSPOT,0,0,Low Spenders
12479.0,527.2,12.419354838709678,2.6687096774193546,1.0,1.0,12 PENCIL SMALL TUBE WOODLAND,0,0,Low Spenders
12480.0,3281.63,11.084415584415584,3.1344155844155845,1.0,4.0,FAWN BLUE HOT WATER BOTTLE,0,0,Low Spenders
12481.0,5579.82,15.25,3.423148148148148,1.0,10.0,POSTAGE,0,0,Low Spenders
12483.0,2484.98,14.8,5.198133333333334,1.0,8.0,POSTAGE,0,0,Low Spenders
12484.0,4527.32,6.376093294460642,3.1258892128279885,1.0,6.0,BLUE HAPPY BIRTHDAY BUNTING,0,0,Low Spenders
12488.0,1298.66,9.618181818181819,3.7347272727272727,1.0,3.0,ASSORTED COLOUR MINI CASES,0,0,Low Spenders
12489.0,334.93000000000006,7.0,5.908,1.0,1.0,BAKING SET 9 PIECE RETROSPOT ,0,0,Low Spenders
12490.0,5417.93,12.506122448979593,2.692857142857143,1.0,10.0,POSTAGE,0,0,Low Spenders
12491.0,460.4000000000001,10.0,3.376923076923077,1.0,1.0,12 PENCIL SMALL TUBE WOODLAND,0,0,Low Spenders
12492.0,263.21000000000004,9.6,3.3475,1.0,2.0,POSTAGE,0,0,Low Spenders
12493.0,433.74,9.409090909090908,4.309090909090909,1.0,2.0,LUNCH BAG APPLE DESIGN,0,0,Low Spenders
12494.0,1246.1000000000001,9.181818181818182,3.862207792207792,1.0,7.0,POSTAGE,0,0,Low Spenders
12497.0,1043.1,88.28571428571429,2.06,1.0,1.0,BLUE HARMONICA IN BOX ,0,0,Low Spenders
12498.0,403.70000000000005,6.913043478260869,4.197826086956522,1.0,3.0,PINK OWL SOFT TOY,0,0,Low Spenders
12500.0,4257.82,43.90163934426229,5.63688524590164,1.0,11.0,POSTAGE,0,0,Low Spenders
12501.0,2169.39,11.966442953020135,2.4126845637583894,1.0,1.0,12 IVORY ROSE PEG PLACE SETTINGS,0,0,Low Spenders
12502.0,3723.87,5.578231292517005,6.425238095238095,1.0,5.0,POSTAGE,0,0,Low Spenders
12504.0,482.04999999999995,10.0,9.011111111111111,1.0,2.0,CAKE STAND 3 TIER MAGIC GARDEN,0,0,Low Spenders
12506.0,73.5,1.0,3.1956521739130435,1.0,1.0,BAKING MOULD EASTER EGG MILK CHOC,0,0,Low Spenders
12507.0,1304.81,42.57142857142857,4.862857142857143,1.0,3.0,JAM MAKING SET WITH JARS,0,0,Low Spenders
12508.0,397.8800000000001,3.985294117647058,1.7399999999999998,1.0,2.0,BASKET OF TOADSTOOLS,0,0,Low Spenders
12509.0,176.5,7.857142857142858,5.564285714285715,1.0,1.0,CHARLOTTE BAG PINK POLKADOT,0,0,Low Spenders
12510.0,982.5699999999999,10.696969696969697,4.263333333333334,1.0,2.0,BLACK RECORD COVER FRAME,0,0,Low Spenders
12512.0,132.18000000000006,3.096774193548388,2.640322580645161,1.0,2.0,BALLOONS  WRITING SET ,0,0,Low Spenders
12513.0,612.29,13.2,2.180571428571428,1.0,1.0,CAKE STAND 3 TIER MAGIC GARDEN,0,0,Low Spenders
12514.0,1017.68,8.627450980392156,3.296862745098039,1.0,1.0,12 EGG HOUSE PAINTED WOOD,0,0,Low Spenders
12515.0,383.70000000000005,8.1875,6.78125,1.0,1.0,ASSORTED COLOURS SILK FAN,0,0,Low Spenders
12516.0,1312.06,33.65384615384615,2.725769230769231,1.0,2.0,JUMBO BAG RED RETROSPOT,0,0,Low Spenders
12517.0,2481.6,4.878136200716845,2.3655555555555554,1.0,5.0,60 TEATIME FAIRY CAKE CASES,0,0,Low Spenders
12518.0,2056.89,10.629032258064516,2.837177419354839,1.0,5.0,POSTAGE,0,0,Low Spenders
12519.0,330.8399999999999,10.294117647058826,3.093529411764706,1.0,1.0,12 PENCILS SMALL TUBE RED RETROSPOT,0,0,Low Spenders
12520.0,2634.26,9.467105263157896,3.288421052631579,1.0,5.0,POSTAGE,0,0,Low Spenders
12521.0,599.6799999999998,8.131578947368421,2.995789473684211,1.0,1.0,3 TIER CAKE TIN GREEN AND CREAM,0,0,Low Spenders
12522.0,192.72000000000003,16.166666666666668,5.0008333333333335,1.0,2.0,POSTAGE,0,0,Low Spenders
12523.0,1789.77,8.160377358490566,4.935471698113207,1.0,11.0,POSTAGE,0,0,Low Spenders
12524.0,4485.72,25.6875,2.9170833333333333,1.0,8.0,POSTAGE,0,0,Low Spenders
12526.0,1316.66,8.901408450704226,3.3538028169014087,1.0,3.0,POSTAGE,0,0,Low Spenders
12527.0,348.71000000000004,13.0,2.9294444444444445,1.0,3.0,60 TEATIME FAIRY CAKE CASES,0,0,Low Spenders
12528.0,1933.48,8.217391304347826,5.487934782608695,1.0,6.0,POSTAGE,0,0,Low Spenders
12530.0,1662.28,13.833333333333334,3.8854545454545453,1.0,4.0,JUMBO BAG RED RETROSPOT,0,0,Low Spenders
12531.0,125.22000000000003,2.647058823529413,3.8094117647058825,1.0,1.0,ALPHABET STENCIL CRAFT,0,0,Low Spenders
12532.0,349.8299999999999,9.5625,3.698125,1.0,1.0,6 RIBBONS EMPIRE  ,0,0,Low Spenders
12534.0,1089.18,10.333333333333334,3.035396825396825,1.0,1.0,3 STRIPEY MICE FELTCRAFT,0,0,Low Spenders
12535.0,716.3499999999999,6.441176470588237,4.451470588235294,1.0,2.0,BAKING SET 9 PIECE RETROSPOT ,0,0,Low Spenders
12536.0,12601.830000000002,10.739463601532567,34.75452107279693,1.0,3.0,Manual,0,0,Low Spenders
12538.0,363.95000000000005,9.095238095238095,3.6433333333333335,1.0,1.0,BLUE POLKADOT LUGGAGE TAG ,0,0,Low Spenders
12539.0,5568.35,7.571428571428571,4.176520146520147,1.0,4.0,JAM MAKING SET PRINTED,0,0,Low Spenders
12540.0,13400.239999999998,13.985355648535565,3.847050209205021,1.0,17.0,POSTAGE,0,0,Low Spenders
12541.0,981.18,13.076923076923077,3.615769230769231,1.0,3.0,POSTAGE,0,0,Low Spenders
12544.0,372.70000000000005,7.157894736842106,4.106315789473685,1.0,1.0,6 RIBBONS RUSTIC CHARM,0,0,Low Spenders
12545.0,1000.39,10.46,4.0238,1.0,2.0,CAKE PLATE LOVEBIRD PINK,0,0,Low Spenders
12546.0,1161.5,9.173913043478262,3.199275362318841,1.0,2.0,CHRISTMAS CRAFT LITTLE FRIENDS,0,0,Low Spenders
12547.0,207.79999999999995,16.75,7.95,1.0,2.0,POSTAGE,0,0,Low Spenders
12548.0,95.20000000000005,9.8,6.720000000000001,1.0,1.0,POSTAGE,0,0,Low Spenders
12550.0,964.83,9.982456140350877,3.0903508771929826,1.0,1.0,6 RIBBONS RUSTIC CHARM,0,0,Low Spenders
12551.0,168.0,10.0,1.6800000000000002,1.0,1.0,JUMBO  BAG BAROQUE BLACK WHITE,0,0,Low Spenders
12552.0,437.81999999999994,4.4,9.1155,1.0,2.0,3 TIER CAKE TIN RED AND CREAM,0,0,Low Spenders
12553.0,3692.28,10.287958115183248,3.1996335078534033,1.0,10.0,POSTAGE,0,0,Low Spenders
12556.0,599.56,2.9831932773109244,2.6860504201680673,1.0,2.0,PLASTERS IN TIN SKULLS,0,0,Low Spenders
12557.0,11990.96,132.84848484848484,2.1766666666666667,1.0,5.0,LUNCH BAG CARS BLUE,0,0,Low Spenders
12558.0,269.96000000000004,17.818181818181817,1.25,1.0,1.0,CARD DOLLY GIRL ,0,0,Low Spenders
12559.0,561.71,13.476190476190476,3.5490476190476192,1.0,2.0, SET 2 TEA TOWELS I LOVE LONDON ,0,0,Low Spenders
12560.0,2134.01,10.571428571428571,2.8562857142857143,1.0,3.0,ALARM CLOCK BAKELIKE CHOCOLATE,0,0,Low Spenders
12561.0,238.8499999999999,11.0625,2.964375,1.0,1.0,BLUE POLKADOT WRAP,0,0,Low Spenders
12562.0,3781.7400000000002,10.589285714285714,3.188214285714286,1.0,7.0,POSTAGE,0,0,Low Spenders
12564.0,456.9000000000001,6.33333333333333,5.576190476190476,1.0,1.0, SPACEBOY BABY GIFT SET,0,0,Low Spenders
12565.0,145.92000000000007,8.88888888888889,2.351111111111111,1.0,1.0,ASSORTED BOTTLE TOP  MAGNETS ,0,0,Low Spenders
12566.0,351.6500000000001,13.947368421052632,3.903684210526316,1.0,1.0,ASSORTED BOTTLE TOP  MAGNETS ,0,0,Low Spenders
12567.0,9401.28,9.652466367713004,3.40847533632287,1.0,10.0,POSTAGE,0,0,Low Spenders
12569.0,4124.69,9.579787234042554,5.434574468085106,1.0,32.0,POSTAGE,0,0,Low Spenders
12571.0,519.6100000000001,15.382352941176471,1.3205882352941174,1.0,2.0,SET/20 RED RETROSPOT PAPER NAPKINS ,0,0,Low Spenders
12572.0,1020.42,7.533333333333333,4.227833333333334,1.0,2.0,ALARM CLOCK BAKELIKE GREEN,0,0,Low Spenders
12573.0,160.53999999999996,3.0,2.0964285714285715,1.0,1.0,CIRCUS PARADE CHILDRENS EGG CUP ,0,0,Low Spenders
12574.0,218.45000000000005,5.545454545454547,5.2,1.0,1.0,ANTIQUE GLASS DRESSING TABLE POT,0,0,Low Spenders
